"name","alpha","id","amount","type","date","origin","full","fy"
"Erlinda","Jacques",4958,4800,"Stock",2017-03-31,"small","Erlinda Jacques","2017"
"Erlinda","Jacques",4958,4600,"Recurring Gift",2012-09-07,"small","Erlinda Jacques","2012"
"Erlinda","Jacques",4958,4288,"Stock",2018-08-19,"small","Erlinda Jacques","2018"
"Elvis","Ramiro",4959,2800,"Stock",2016-07-13,"small","Elvis Ramiro","2016"
"Elvis","Ramiro",4959,65482,"Pledge",2009-02-22,"medium","Elvis Ramiro","2009"
"Omer","Deanne",4960,334,"Recurring Gift",2015-05-28,"small","Omer Deanne","2015"
"Omer","Deanne",4960,3696,"Stock",2015-10-24,"small","Omer Deanne","2015"
"Omer","Deanne",4960,2472,"Stock",2017-03-04,"small","Omer Deanne","2017"
"Dave","Katherine",4961,71505,"Cash",2012-06-18,"medium","Dave Katherine","2012"
"Cody","Earnestine",4962,1683,"Stock",2018-12-24,"small","Cody Earnestine","2018"
"Ferdinand","Rafael",4963,NA,NA,NA,NA,"Ferdinand Rafael",NA
"Joellen","Shelly",4964,4516,"Cash",2016-02-12,"small","Joellen Shelly","2016"
"Ramonita","Trystan",4965,378,"Stock",2012-11-16,"small","Ramonita Trystan","2012"
"Ramonita","Trystan",4965,921,"Recurring Gift",2017-07-30,"small","Ramonita Trystan","2017"
"Ramonita","Trystan",4965,169,"Cash",2013-02-03,"small","Ramonita Trystan","2013"
"Ritchie","Elisha",4966,1821,"Recurring Gift",2009-04-23,"small","Ritchie Elisha","2009"
"Ritchie","Elisha",4966,1331,"Stock",2015-12-30,"small","Ritchie Elisha","2015"
"Ritchie","Elisha",4966,3913,"Cash",2017-11-13,"small","Ritchie Elisha","2017"
"Cordia","Connor",4967,NA,NA,NA,NA,"Cordia Connor",NA
"Jaime","Debi",4968,1213,"Cash",2016-10-23,"small","Jaime Debi","2016"
"Jaime","Debi",4968,259,"Recurring Gift",2016-07-13,"small","Jaime Debi","2016"
"Jaime","Debi",4968,2412,"Recurring Gift",2018-07-29,"small","Jaime Debi","2018"
"Jaime","Debi",4968,99840,"Stock",2018-06-25,"medium","Jaime Debi","2018"
"Isidro","Guiseppe",4969,2267,"Stock",2012-03-07,"small","Isidro Guiseppe","2012"
"Jedediah","Latrice",4970,1126,"Stock",2011-01-28,"small","Jedediah Latrice","2011"
"Ressie","Cordelia",4971,1710,"Cash",2012-03-15,"small","Ressie Cordelia","2012"
"Ressie","Cordelia",4971,3865,"Stock",2018-11-17,"small","Ressie Cordelia","2018"
"Tyler","Jade",4972,4898,"Cash",2016-03-30,"small","Tyler Jade","2016"
"Tyler","Jade",4972,2815,"Cash",2013-09-11,"small","Tyler Jade","2013"
"Tyler","Jade",4972,89931,"Recurring Gift",2008-10-18,"medium","Tyler Jade","2008"
"Leland","Hildur",4973,2683,"Stock",2013-09-08,"small","Leland Hildur","2013"
"Tennie","Mickey",4974,1445,"Stock",2015-01-12,"small","Tennie Mickey","2015"
"Kaleigh","Garland",4975,2930,"Cash",2010-05-02,"small","Kaleigh Garland","2010"
"Kaleigh","Garland",4975,1559,"Cash",2009-09-05,"small","Kaleigh Garland","2009"
"Isaias","Lashawn",4976,3318,"Stock",2018-12-11,"small","Isaias Lashawn","2018"
"Isaias","Lashawn",4976,4534,"Recurring Gift",2013-01-01,"small","Isaias Lashawn","2013"
"Isaias","Lashawn",4976,3564,"Recurring Gift",2012-03-11,"small","Isaias Lashawn","2012"
"Isaias","Lashawn",4976,1172,"Cash",2010-10-20,"small","Isaias Lashawn","2010"
"Gustave","Raymon",4977,2200,"Stock",2008-09-20,"small","Gustave Raymon","2008"
"Gustave","Raymon",4977,3624,"Recurring Gift",2013-12-22,"small","Gustave Raymon","2013"
"Gustave","Raymon",4977,3168,"Cash",2012-08-05,"small","Gustave Raymon","2012"
"Jayden","Meranda",4978,634,"Recurring Gift",2009-08-12,"small","Jayden Meranda","2009"
"Jayden","Meranda",4978,500,"Recurring Gift",2017-05-30,"small","Jayden Meranda","2017"
"Jayden","Meranda",4978,13595,"Stock",2017-04-05,"medium","Jayden Meranda","2017"
"Georgine","Richard",4979,3649,"Recurring Gift",2009-10-29,"small","Georgine Richard","2009"
"Georgine","Richard",4979,2422,"Stock",2012-03-14,"small","Georgine Richard","2012"
"Georgine","Richard",4979,114,"Cash",2011-07-31,"small","Georgine Richard","2011"
"Johanna","Ishmael",4980,1850,"Recurring Gift",2016-01-10,"small","Johanna Ishmael","2016"
"Johanna","Ishmael",4980,2847,"Recurring Gift",2011-07-06,"small","Johanna Ishmael","2011"
"Johanna","Ishmael",4980,4049,"Cash",2017-09-15,"small","Johanna Ishmael","2017"
"Johanna","Ishmael",4980,62601,"Stock",2009-10-01,"medium","Johanna Ishmael","2009"
"Santiago","Mckinley",4981,3637,"Stock",2016-10-18,"small","Santiago Mckinley","2016"
"Santiago","Mckinley",4981,2553,"Recurring Gift",2013-05-13,"small","Santiago Mckinley","2013"
"Santiago","Mckinley",4981,3666,"Cash",2013-12-30,"small","Santiago Mckinley","2013"
"Santiago","Mckinley",4981,3377,"Cash",2016-05-13,"small","Santiago Mckinley","2016"
"Santiago","Mckinley",4981,3398,"Cash",2015-06-18,"small","Santiago Mckinley","2015"
"Santiago","Mckinley",4981,4212,"Stock",2017-04-29,"small","Santiago Mckinley","2017"
"Santiago","Mckinley",4981,28720,"Recurring Gift",2017-06-14,"medium","Santiago Mckinley","2017"
"Skyler","Kayleigh",4982,4888,"Stock",2014-09-23,"small","Skyler Kayleigh","2014"
"Skyler","Kayleigh",4982,4802,"Stock",2014-12-24,"small","Skyler Kayleigh","2014"
"Skyler","Kayleigh",4982,3613,"Recurring Gift",2014-04-18,"small","Skyler Kayleigh","2014"
"Skyler","Kayleigh",4982,2943,"Cash",2014-05-02,"small","Skyler Kayleigh","2014"
"Kenzie","Carroll",4983,1026,"Recurring Gift",2014-04-25,"small","Kenzie Carroll","2014"
"Kenzie","Carroll",4983,3488,"Recurring Gift",2016-05-30,"small","Kenzie Carroll","2016"
"Kenzie","Carroll",4983,2537,"Cash",2015-05-04,"small","Kenzie Carroll","2015"
"Kenzie","Carroll",4983,2230,"Stock",2018-08-27,"small","Kenzie Carroll","2018"
"Cecilia","Merritt",4984,3197,"Cash",2009-12-09,"small","Cecilia Merritt","2009"
"Cecilia","Merritt",4984,249,"Stock",2012-01-10,"small","Cecilia Merritt","2012"
"Cecilia","Merritt",4984,208,"Recurring Gift",2009-03-11,"small","Cecilia Merritt","2009"
"Cecilia","Merritt",4984,2695,"Recurring Gift",2012-11-30,"small","Cecilia Merritt","2012"
"Cecilia","Merritt",4984,131,"Cash",2011-04-08,"small","Cecilia Merritt","2011"
"Jaxon","Clarissa",4985,711,"Cash",2012-06-02,"small","Jaxon Clarissa","2012"
"Jaxon","Clarissa",4985,13,"Recurring Gift",2012-02-01,"small","Jaxon Clarissa","2012"
"Jaxon","Clarissa",4985,961,"Stock",2015-01-25,"small","Jaxon Clarissa","2015"
"Jaxon","Clarissa",4985,2166,"Cash",2009-07-29,"small","Jaxon Clarissa","2009"
"Jaxon","Clarissa",4985,3047,"Recurring Gift",2017-03-11,"small","Jaxon Clarissa","2017"
"Jaxon","Clarissa",4985,5813,"Stock",2008-09-21,"medium","Jaxon Clarissa","2008"
"Jaxon","Clarissa",4985,96998,"Stock",2017-01-11,"medium","Jaxon Clarissa","2017"
"Theresia","Aubrey",4986,2950,"Stock",2009-09-11,"small","Theresia Aubrey","2009"
"Theresia","Aubrey",4986,4622,"Stock",2018-12-11,"small","Theresia Aubrey","2018"
"Loyal","Heath",4987,914,"Recurring Gift",2010-05-28,"small","Loyal Heath","2010"
"Loyal","Heath",4987,4204,"Stock",2015-03-14,"small","Loyal Heath","2015"
"Loyal","Heath",4987,543,"Cash",2016-11-05,"small","Loyal Heath","2016"
"Loyal","Heath",4987,3251,"Stock",2014-04-07,"small","Loyal Heath","2014"
"Marcy","Kenneth",4988,280,"Recurring Gift",2014-10-30,"small","Marcy Kenneth","2014"
"Marcy","Kenneth",4988,2984,"Stock",2016-10-22,"small","Marcy Kenneth","2016"
"Sanford","Destiney",4989,524,"Cash",2012-01-18,"small","Sanford Destiney","2012"
"Sanford","Destiney",4989,2864,"Cash",2017-03-10,"small","Sanford Destiney","2017"
"Sanford","Destiney",4989,2790,"Stock",2016-10-26,"small","Sanford Destiney","2016"
"Shante","Taj",4990,4214,"Recurring Gift",2010-12-30,"small","Shante Taj","2010"
"Shante","Taj",4990,1519,"Recurring Gift",2009-03-18,"small","Shante Taj","2009"
"Shante","Taj",4990,4,"Stock",2018-09-25,"small","Shante Taj","2018"
"Vern","VonnieWaleska",4991,3524,"Recurring Gift",2015-10-18,"small","Vern VonnieWaleska","2015"
"Vern","VonnieWaleska",4991,4540,"Stock",2018-09-20,"small","Vern VonnieWaleska","2018"
"Vern","VonnieWaleska",4991,3832,"Stock",2015-12-13,"small","Vern VonnieWaleska","2015"
"Vern","VonnieWaleska",4991,3027,"Cash",2011-01-29,"small","Vern VonnieWaleska","2011"
"Vern","VonnieWaleska",4991,275,"Cash",2012-07-20,"small","Vern VonnieWaleska","2012"
"Joyce","Dorathy",4992,296,"Recurring Gift",2015-04-18,"small","Joyce Dorathy","2015"
"Mike","Leif",4993,4621,"Recurring Gift",2013-06-11,"small","Mike Leif","2013"
"Mike","Leif",4993,4357,"Stock",2015-12-03,"small","Mike Leif","2015"
"Mike","Leif",4993,3266,"Recurring Gift",2018-07-26,"small","Mike Leif","2018"
"Julie","Makenna",4994,64737,"Recurring Gift",2015-02-21,"medium","Julie Makenna","2015"
"Karly","Herb",4995,3994,"Stock",2011-10-27,"small","Karly Herb","2011"
"Ernst","Jayson",4996,578,"Recurring Gift",2013-08-21,"small","Ernst Jayson","2013"
"Jelani","Marquis",4997,2196,"Recurring Gift",2016-12-15,"small","Jelani Marquis","2016"
"Jelani","Marquis",4997,3241,"Recurring Gift",2013-09-09,"small","Jelani Marquis","2013"
"Jelani","Marquis",4997,2235,"Recurring Gift",2017-09-25,"small","Jelani Marquis","2017"
"Theodore","Dorene",4998,2767,"Cash",2015-01-29,"small","Theodore Dorene","2015"
"Theodore","Dorene",4998,1125,"Stock",2018-11-11,"small","Theodore Dorene","2018"
"Theodore","Dorene",4998,4976,"Cash",2011-11-12,"small","Theodore Dorene","2011"
"Theodore","Dorene",4998,30423,"Cash",2016-10-17,"medium","Theodore Dorene","2016"
"Dovie","Jered",4999,4452,"Stock",2009-02-08,"small","Dovie Jered","2009"
"Dovie","Jered",4999,160,"Stock",2015-06-07,"small","Dovie Jered","2015"
"Marian","Eugenio",5000,550,"Stock",2011-10-23,"small","Marian Eugenio","2011"
"Marian","Eugenio",5000,2967,"Stock",2012-12-18,"small","Marian Eugenio","2012"
"Dori","Nicky",5001,418,"Cash",2016-07-02,"small","Dori Nicky","2016"
"Dori","Nicky",5001,15196,"Pledge",2014-05-27,"medium","Dori Nicky","2014"
"Dori","Nicky",5001,41374,"Pledge",2018-06-20,"medium","Dori Nicky","2018"
"Maryann","Verda",5002,4539,"Stock",2009-05-30,"small","Maryann Verda","2009"
"Maryann","Verda",5002,12,"Cash",2013-02-02,"small","Maryann Verda","2013"
"Maryann","Verda",5002,560,"Recurring Gift",2012-12-11,"small","Maryann Verda","2012"
"Maryann","Verda",5002,2419,"Cash",2015-05-19,"small","Maryann Verda","2015"
"Samantha","Jasmin",5003,311,"Cash",2016-06-03,"small","Samantha Jasmin","2016"
"Samantha","Jasmin",5003,891,"Stock",2015-10-17,"small","Samantha Jasmin","2015"
"Nestor","Emilie",5004,1162,"Recurring Gift",2010-08-26,"small","Nestor Emilie","2010"
"Nestor","Emilie",5004,3604,"Recurring Gift",2013-06-09,"small","Nestor Emilie","2013"
"Nestor","Emilie",5004,3535,"Cash",2016-09-05,"small","Nestor Emilie","2016"
"Shanita","Hobert",5005,4107,"Recurring Gift",2014-10-12,"small","Shanita Hobert","2014"
"Shanita","Hobert",5005,3599,"Stock",2017-10-16,"small","Shanita Hobert","2017"
"Shanita","Hobert",5005,42,"Cash",2014-08-28,"small","Shanita Hobert","2014"
"Jerome","Joshua",5006,2404,"Stock",2009-09-12,"small","Jerome Joshua","2009"
"Jerome","Joshua",5006,1522,"Stock",2012-01-19,"small","Jerome Joshua","2012"
"Jerome","Joshua",5006,1109,"Stock",2015-11-16,"small","Jerome Joshua","2015"
"Jerome","Joshua",5006,1865,"Cash",2017-05-13,"small","Jerome Joshua","2017"
"Jerome","Joshua",5006,1866,"Stock",2016-06-11,"small","Jerome Joshua","2016"
"Fleta","Tavion",5007,4969,"Recurring Gift",2018-08-27,"small","Fleta Tavion","2018"
"Fleta","Tavion",5007,1049,"Recurring Gift",2015-05-30,"small","Fleta Tavion","2015"
"Fleta","Tavion",5007,4354,"Cash",2009-01-31,"small","Fleta Tavion","2009"
"Antony","Donn",5008,4523,"Recurring Gift",2018-01-08,"small","Antony Donn","2018"
"Antony","Donn",5008,565,"Recurring Gift",2012-04-16,"small","Antony Donn","2012"
"Antony","Donn",5008,3448,"Cash",2013-05-21,"small","Antony Donn","2013"
"Antony","Donn",5008,25993,"Stock",2014-01-15,"medium","Antony Donn","2014"
"Robbin","Dessie",5009,4087,"Recurring Gift",2015-10-22,"small","Robbin Dessie","2015"
"Robbin","Dessie",5009,116,"Recurring Gift",2016-04-14,"small","Robbin Dessie","2016"
"Madelyn","Deane",5010,3797,"Stock",2011-12-03,"small","Madelyn Deane","2011"
"Madelyn","Deane",5010,1336,"Recurring Gift",2011-05-30,"small","Madelyn Deane","2011"
"Garrison","Celina",5011,4136,"Recurring Gift",2009-05-14,"small","Garrison Celina","2009"
"Ramsey","Davin",5012,NA,NA,NA,NA,"Ramsey Davin",NA
"Hanna","Darby",5013,NA,NA,NA,NA,"Hanna Darby",NA
"Valarie","Gerry",5014,4355,"Recurring Gift",2017-06-29,"small","Valarie Gerry","2017"
"Valarie","Gerry",5014,3801,"Stock",2016-09-21,"small","Valarie Gerry","2016"
"Daniella","Sarah",5015,3341,"Recurring Gift",2015-12-15,"small","Daniella Sarah","2015"
"Daniella","Sarah",5015,63363,"Stock",2017-02-23,"medium","Daniella Sarah","2017"
"Chester","Jayne",5016,2670,"Cash",2010-02-15,"small","Chester Jayne","2010"
"Chester","Jayne",5016,1797,"Stock",2015-08-31,"small","Chester Jayne","2015"
"Maximo","Bienvenido",5017,NA,NA,NA,NA,"Maximo Bienvenido",NA
"Harley","Conor",5018,2574,"Stock",2009-07-07,"small","Harley Conor","2009"
"Harley","Conor",5018,1103,"Cash",2012-10-20,"small","Harley Conor","2012"
"Harley","Conor",5018,2086,"Cash",2016-06-25,"small","Harley Conor","2016"
"Harley","Conor",5018,7107,"Recurring Gift",2013-02-18,"medium","Harley Conor","2013"
"Garrick","Trey",5019,511,"Stock",2013-10-17,"small","Garrick Trey","2013"
"Garrick","Trey",5019,347,"Recurring Gift",2016-10-30,"small","Garrick Trey","2016"
"Garrick","Trey",5019,1272,"Recurring Gift",2010-04-19,"small","Garrick Trey","2010"
"Garrick","Trey",5019,3252,"Recurring Gift",2009-05-30,"small","Garrick Trey","2009"
"Jenelle","Kristina",5020,741,"Cash",2017-03-02,"small","Jenelle Kristina","2017"
"Weldon","Joretta",5021,597,"Cash",2010-08-15,"small","Weldon Joretta","2010"
"Danelle","Ramon",5022,1300,"Stock",2009-05-06,"small","Danelle Ramon","2009"
"Shon","Rachel",5023,3731,"Cash",2012-05-01,"small","Shon Rachel","2012"
"Cortney","Alverta",5024,851,"Stock",2017-09-22,"small","Cortney Alverta","2017"
"Cortney","Alverta",5024,3836,"Stock",2015-07-24,"small","Cortney Alverta","2015"
"Cortney","Alverta",5024,15,"Stock",2013-07-22,"small","Cortney Alverta","2013"
"Carlotta","Jaunita",5025,4172,"Cash",2016-09-25,"small","Carlotta Jaunita","2016"
"Laurence","Paola",5026,1223,"Cash",2015-05-31,"small","Laurence Paola","2015"
"Laurence","Paola",5026,3899,"Recurring Gift",2012-01-23,"small","Laurence Paola","2012"
"Carey","Debora",5027,4132,"Cash",2017-02-21,"small","Carey Debora","2017"
"Orland","Trey",5028,1133,"Cash",2016-04-27,"small","Orland Trey","2016"
"Orland","Trey",5028,3448,"Stock",2009-10-29,"small","Orland Trey","2009"
"Dori","Yahaira",5029,404,"Recurring Gift",2008-09-22,"small","Dori Yahaira","2008"
"Don","Tucker",5030,3846,"Cash",2016-03-20,"small","Don Tucker","2016"
"Don","Tucker",5030,1895,"Cash",2008-08-21,"small","Don Tucker","2008"
"Don","Tucker",5030,3906,"Cash",2016-10-11,"small","Don Tucker","2016"
"Hattie","Tami",5031,3274,"Recurring Gift",2010-07-06,"small","Hattie Tami","2010"
"Dorathy","Torrance",5032,77,"Stock",2017-07-23,"small","Dorathy Torrance","2017"
"Dorathy","Torrance",5032,1506,"Recurring Gift",2008-11-06,"small","Dorathy Torrance","2008"
"Hortencia","Edwina",5033,968,"Cash",2009-06-14,"small","Hortencia Edwina","2009"
"Hortencia","Edwina",5033,2959,"Stock",2011-09-26,"small","Hortencia Edwina","2011"
"Hortencia","Edwina",5033,1476,"Cash",2017-09-18,"small","Hortencia Edwina","2017"
"Eleanora","Giles",5034,2580,"Recurring Gift",2009-06-21,"small","Eleanora Giles","2009"
"Eleanora","Giles",5034,3863,"Cash",2009-04-14,"small","Eleanora Giles","2009"
"Eleanora","Giles",5034,1854,"Stock",2013-07-01,"small","Eleanora Giles","2013"
"Vanessa","Clay",5035,2748,"Cash",2012-06-22,"small","Vanessa Clay","2012"
"Billie","Else",5036,3994,"Recurring Gift",2011-08-22,"small","Billie Else","2011"
"Zola","Kassidy",5037,3212,"Stock",2008-07-19,"small","Zola Kassidy","2008"
"Zola","Kassidy",5037,4196,"Cash",2010-08-31,"small","Zola Kassidy","2010"
"Zola","Kassidy",5037,2853,"Recurring Gift",2013-08-10,"small","Zola Kassidy","2013"
"Zola","Kassidy",5037,71845,"Pledge",2017-05-21,"medium","Zola Kassidy","2017"
"Jimmie","Deidre",5038,4846,"Cash",2016-03-08,"small","Jimmie Deidre","2016"
"Jimmie","Deidre",5038,393,"Recurring Gift",2012-10-22,"small","Jimmie Deidre","2012"
"Jimmie","Deidre",5038,191,"Cash",2010-11-03,"small","Jimmie Deidre","2010"
"Jimmie","Deidre",5038,2932,"Stock",2018-05-21,"small","Jimmie Deidre","2018"
"Jimmie","Deidre",5038,2046,"Recurring Gift",2011-09-02,"small","Jimmie Deidre","2011"
"Jimmie","Deidre",5038,180,"Stock",2009-08-24,"small","Jimmie Deidre","2009"
"Jimmie","Deidre",5038,3660,"Cash",2011-02-01,"small","Jimmie Deidre","2011"
"Woodrow","Mohammed",5039,1998,"Recurring Gift",2009-06-21,"small","Woodrow Mohammed","2009"
"Delfina","Milan",5040,1500,"Stock",2010-10-31,"small","Delfina Milan","2010"
"Delfina","Milan",5040,2438,"Cash",2008-09-10,"small","Delfina Milan","2008"
"Delfina","Milan",5040,3038,"Stock",2015-07-13,"small","Delfina Milan","2015"
"Delfina","Milan",5040,2339,"Cash",2012-03-22,"small","Delfina Milan","2012"
"Delfina","Milan",5040,10576,"Recurring Gift",2018-08-14,"medium","Delfina Milan","2018"
"Franklyn","Casie",5041,3537,"Recurring Gift",2017-12-22,"small","Franklyn Casie","2017"
"Franklyn","Casie",5041,2030,"Cash",2017-12-12,"small","Franklyn Casie","2017"
"Franklyn","Casie",5041,2205,"Stock",2014-06-08,"small","Franklyn Casie","2014"
"Shamika","Carol",5042,4831,"Recurring Gift",2009-02-23,"small","Shamika Carol","2009"
"Shamika","Carol",5042,1168,"Stock",2017-03-23,"small","Shamika Carol","2017"
"Shamika","Carol",5042,2805,"Stock",2010-01-26,"small","Shamika Carol","2010"
"Dagmar","Gianni",5043,4738,"Cash",2013-01-31,"small","Dagmar Gianni","2013"
"Dianne","Tena",5044,3244,"Recurring Gift",2008-07-03,"small","Dianne Tena","2008"
"Dianne","Tena",5044,4161,"Recurring Gift",2014-01-21,"small","Dianne Tena","2014"
"Dianne","Tena",5044,1913,"Recurring Gift",2011-11-11,"small","Dianne Tena","2011"
"Dianne","Tena",5044,4660,"Recurring Gift",2008-08-09,"small","Dianne Tena","2008"
"Dianne","Tena",5044,3888,"Cash",2010-01-25,"small","Dianne Tena","2010"
"Dianne","Tena",5044,64186,"Pledge",2018-06-01,"medium","Dianne Tena","2018"
"John","Wanita",5045,4541,"Stock",2010-11-23,"small","John Wanita","2010"
"John","Wanita",5045,71816,"Stock",2017-08-24,"medium","John Wanita","2017"
"Consuelo","Latrice",5046,2114,"Recurring Gift",2018-04-26,"small","Consuelo Latrice","2018"
"Consuelo","Latrice",5046,3841,"Cash",2010-10-02,"small","Consuelo Latrice","2010"
"Maranda","Robbin",5047,2975,"Cash",2015-07-31,"small","Maranda Robbin","2015"
"Anastasia","Paulina",5048,3608,"Stock",2015-06-20,"small","Anastasia Paulina","2015"
"Magdalen","Burdette",5049,3672,"Cash",2011-12-12,"small","Magdalen Burdette","2011"
"Ryleigh","Leland",5050,4233,"Stock",2012-03-03,"small","Ryleigh Leland","2012"
"Ryleigh","Leland",5050,597,"Stock",2017-06-27,"small","Ryleigh Leland","2017"
"Ryleigh","Leland",5050,3139,"Recurring Gift",2011-03-13,"small","Ryleigh Leland","2011"
"Ryleigh","Leland",5050,4922,"Cash",2010-05-08,"small","Ryleigh Leland","2010"
"Ryleigh","Leland",5050,3536,"Stock",2014-06-28,"small","Ryleigh Leland","2014"
"Kennedy","Yanira",5051,1695113,"Cash",2012-07-10,"big","Kennedy Yanira","2012"
"Kennedy","Yanira",5051,1316,"Cash",2013-10-21,"small","Kennedy Yanira","2013"
"Kennedy","Yanira",5051,825,"Cash",2018-11-09,"small","Kennedy Yanira","2018"
"Kennedy","Yanira",5051,3373,"Recurring Gift",2011-09-20,"small","Kennedy Yanira","2011"
"Ladonna","Florentino",5052,2665,"Recurring Gift",2013-05-09,"small","Ladonna Florentino","2013"
"Samantha","Jodie",5053,1548,"Stock",2011-04-18,"small","Samantha Jodie","2011"
"Charleen","Pamella",5054,3229,"Cash",2011-10-04,"small","Charleen Pamella","2011"
"Charleen","Pamella",5054,63369,"Cash",2015-12-22,"medium","Charleen Pamella","2015"
"Uriah","Rick",5055,870,"Recurring Gift",2017-12-16,"small","Uriah Rick","2017"
"Uriah","Rick",5055,306,"Stock",2015-06-20,"small","Uriah Rick","2015"
"Uriah","Rick",5055,99487,"Cash",2016-01-05,"medium","Uriah Rick","2016"
"Maeve","Starla",5056,NA,NA,NA,NA,"Maeve Starla",NA
"Konnor","Gabrielle",5057,3121,"Recurring Gift",2015-12-15,"small","Konnor Gabrielle","2015"
"Konnor","Gabrielle",5057,222,"Stock",2014-10-26,"small","Konnor Gabrielle","2014"
"Konnor","Gabrielle",5057,44066,"Pledge",2018-06-07,"medium","Konnor Gabrielle","2018"
"Aniya","Fernand",5058,NA,NA,NA,NA,"Aniya Fernand",NA
"Gillian","Noemi",5059,2590,"Stock",2010-03-07,"small","Gillian Noemi","2010"
"Gillian","Noemi",5059,3862,"Recurring Gift",2015-03-26,"small","Gillian Noemi","2015"
"Zoey","Moses",5060,2509,"Cash",2017-09-06,"small","Zoey Moses","2017"
"Zoey","Moses",5060,1083,"Stock",2009-03-24,"small","Zoey Moses","2009"
"Zoey","Moses",5060,2251,"Stock",2015-01-14,"small","Zoey Moses","2015"
"Odessa","Lyman",5061,719,"Recurring Gift",2013-02-07,"small","Odessa Lyman","2013"
"Odessa","Lyman",5061,1389,"Stock",2014-05-19,"small","Odessa Lyman","2014"
"Odessa","Lyman",5061,1453,"Cash",2010-08-24,"small","Odessa Lyman","2010"
"Ali","Sarah",5062,1576,"Stock",2018-04-19,"small","Ali Sarah","2018"
"Ali","Sarah",5062,97356,"Pledge",2018-03-21,"medium","Ali Sarah","2018"
"Dale","Norwood",5063,1135,"Recurring Gift",2012-04-17,"small","Dale Norwood","2012"
"Niko","Nils",5064,4391,"Recurring Gift",2018-05-01,"small","Niko Nils","2018"
"Niko","Nils",5064,3164,"Recurring Gift",2009-06-11,"small","Niko Nils","2009"
"Niko","Nils",5064,2158,"Cash",2013-07-04,"small","Niko Nils","2013"
"Niko","Nils",5064,4710,"Recurring Gift",2009-11-06,"small","Niko Nils","2009"
"Shanon","Onie",5065,1904,"Recurring Gift",2011-05-30,"small","Shanon Onie","2011"
"Shanon","Onie",5065,2822,"Recurring Gift",2012-08-23,"small","Shanon Onie","2012"
"Shanon","Onie",5065,1112,"Cash",2014-01-24,"small","Shanon Onie","2014"
"Shanon","Onie",5065,53269,"Recurring Gift",2011-06-09,"medium","Shanon Onie","2011"
"Ethan","Chana",5066,3477,"Recurring Gift",2017-11-28,"small","Ethan Chana","2017"
"Ethan","Chana",5066,4852,"Stock",2013-10-13,"small","Ethan Chana","2013"
"Ethan","Chana",5066,244,"Recurring Gift",2016-07-06,"small","Ethan Chana","2016"
"Ethan","Chana",5066,4956,"Stock",2013-04-28,"small","Ethan Chana","2013"
"Chana","Dwight",5067,2914,"Cash",2009-11-13,"small","Chana Dwight","2009"
"Leonel","Dickie",5068,4573,"Cash",2017-12-15,"small","Leonel Dickie","2017"
"Leonel","Dickie",5068,288,"Stock",2008-09-05,"small","Leonel Dickie","2008"
"Antony","Kailee",5069,3184,"Stock",2010-03-02,"small","Antony Kailee","2010"
"Norval","Alpha",5070,3507,"Cash",2018-11-14,"small","Norval Alpha","2018"
"Norval","Alpha",5070,1099,"Stock",2012-08-04,"small","Norval Alpha","2012"
"Norval","Alpha",5070,78,"Cash",2012-11-25,"small","Norval Alpha","2012"
"Norval","Alpha",5070,1464,"Stock",2010-08-19,"small","Norval Alpha","2010"
"Norval","Alpha",5070,4718,"Cash",2009-06-27,"small","Norval Alpha","2009"
"Stephany","Gregory",5071,4372,"Stock",2013-09-17,"small","Stephany Gregory","2013"
"Stephany","Gregory",5071,3212,"Stock",2012-03-06,"small","Stephany Gregory","2012"
"Stephany","Gregory",5071,697,"Cash",2012-08-06,"small","Stephany Gregory","2012"
"Stephany","Gregory",5071,1153,"Stock",2013-09-02,"small","Stephany Gregory","2013"
"Stephany","Gregory",5071,718,"Cash",2017-07-30,"small","Stephany Gregory","2017"
"Jayce","Shea",5072,4410,"Recurring Gift",2011-01-07,"small","Jayce Shea","2011"
"Jayce","Shea",5072,2491,"Recurring Gift",2012-05-07,"small","Jayce Shea","2012"
"Marcy","Tyler",5073,4920,"Recurring Gift",2015-03-15,"small","Marcy Tyler","2015"
"Kory","Kaylah",5074,1013,"Stock",2011-04-03,"small","Kory Kaylah","2011"
"Kory","Kaylah",5074,3308,"Stock",2013-12-31,"small","Kory Kaylah","2013"
"Rubin","Marjorie",5075,2951,"Cash",2016-09-08,"small","Rubin Marjorie","2016"
"Rubin","Marjorie",5075,4531,"Recurring Gift",2012-05-31,"small","Rubin Marjorie","2012"
"Rubin","Marjorie",5075,2110,"Recurring Gift",2013-03-01,"small","Rubin Marjorie","2013"
"Norval","Elfrieda",5076,4560,"Stock",2011-04-12,"small","Norval Elfrieda","2011"
"Diana","Denver",5077,1084,"Recurring Gift",2008-08-26,"small","Diana Denver","2008"
"Milton","Robert",5078,935,"Recurring Gift",2013-06-22,"small","Milton Robert","2013"
"Milton","Robert",5078,10116,"Stock",2018-11-27,"medium","Milton Robert","2018"
"Robin","Nikole",5079,1596,"Recurring Gift",2018-01-16,"small","Robin Nikole","2018"
"Robin","Nikole",5079,145,"Stock",2013-05-07,"small","Robin Nikole","2013"
"Robin","Nikole",5079,4042,"Recurring Gift",2010-03-13,"small","Robin Nikole","2010"
"Hazel","Winston",5080,1805,"Stock",2014-04-18,"small","Hazel Winston","2014"
"Hazel","Winston",5080,2178,"Stock",2011-09-15,"small","Hazel Winston","2011"
